[Czas: 15:55:19.777]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 15:55:21.054]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897606] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 15:55:25.648]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898332] treść nr: 10
[Czas: 15:55:25.648]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898332] |	 Wynik cząstkowy: 77
[Czas: 15:55:25.648]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898332] |	 Wynik cząstkowy: 37
[Czas: 15:55:25.648]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898332] |	 Wynik cząstkowy: 13
[Czas: 15:55:25.648]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898332] |	 Wynik cząstkowy: 74
[Czas: 15:55:25.648]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898332] |	 Wynik cząstkowy: 13
[Czas: 15:55:25.649]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898332] |	 ZDAŁ A (-> B) |	 Wynik: 42.80 pkt
[Czas: 15:55:25.649]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898333] treść nr: 6
[Czas: 15:55:25.650]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898333] treść nr: 40
[Czas: 15:55:25.650]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898333] treść nr: 5
[Czas: 15:55:25.650]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898333] treść nr: 1
[Czas: 15:55:25.650]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898333] treść nr: 21
[Czas: 15:55:25.651]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898333] |	 Wynik cząstkowy: 60
[Czas: 15:55:25.651]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898333] |	 Wynik cząstkowy: 63
[Czas: 15:55:25.651]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898333] |	 Wynik cząstkowy: 2
[Czas: 15:55:25.651]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898333] |	 Wynik cząstkowy: 30
[Czas: 15:55:25.651]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898333] |	 Wynik cząstkowy: 96
[Czas: 15:55:25.652]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898333] |	 ZDAŁ A (-> B) |	 Wynik: 50.20 pkt
[Czas: 15:55:25.652]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898334] treść nr: 29
[Czas: 15:55:25.653]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898334] treść nr: 45
[Czas: 15:55:25.653]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898334] treść nr: 4
[Czas: 15:55:25.653]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898334] treść nr: 16
[Czas: 15:55:25.653]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898334] treść nr: 43
[Czas: 15:55:25.654]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898334] |	 Wynik cząstkowy: 53
[Czas: 15:55:25.654]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898334] |	 Wynik cząstkowy: 46
[Czas: 15:55:25.654]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898334] |	 Wynik cząstkowy: 71
[Czas: 15:55:25.654]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898334] |	 Wynik cząstkowy: 63
[Czas: 15:55:25.654]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898334] |	 Wynik cząstkowy: 68
[Czas: 15:55:25.655]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898334] |	 ZDAŁ A (-> B) |	 Wynik: 60.20 pkt
[Czas: 15:55:25.655]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898335] treść nr: 36
[Czas: 15:55:25.655]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898335] treść nr: 31
[Czas: 15:55:25.655]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898335] treść nr: 4
[Czas: 15:55:25.656]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898335] treść nr: 13
[Czas: 15:55:25.656]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898335] treść nr: 40
[Czas: 15:55:25.657]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898335] |	 Wynik cząstkowy: 5
[Czas: 15:55:25.657]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898335] |	 Wynik cząstkowy: 8
[Czas: 15:55:25.657]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898335] |	 Wynik cząstkowy: 35
[Czas: 15:55:25.657]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898335] |	 Wynik cząstkowy: 88
[Czas: 15:55:25.657]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898335] |	 Wynik cząstkowy: 69
[Czas: 15:55:25.658]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898335] |	 ZDAŁ A (-> B) |	 Wynik: 41.00 pkt
[Czas: 15:55:25.658]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898336] treść nr: 36
[Czas: 15:55:25.658]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898336] treść nr: 18
[Czas: 15:55:25.659]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898336] treść nr: 6
[Czas: 15:55:25.659]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898336] treść nr: 40
[Czas: 15:55:25.659]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898336] treść nr: 19
[Czas: 15:55:25.659]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898336] |	 Wynik cząstkowy: 26
[Czas: 15:55:25.659]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898336] |	 Wynik cząstkowy: 22
[Czas: 15:55:25.659]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898336] |	 Wynik cząstkowy: 94
[Czas: 15:55:25.659]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898336] |	 Wynik cząstkowy: 31
[Czas: 15:55:25.659]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898336] |	 Wynik cząstkowy: 21
[Czas: 15:55:25.660]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898336] |	 ZDAŁ A (-> B) |	 Wynik: 38.80 pkt
[Czas: 15:55:25.661]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898337] treść nr: 45
[Czas: 15:55:25.661]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898337] treść nr: 48
[Czas: 15:55:25.661]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898337] treść nr: 21
[Czas: 15:55:25.661]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898337] treść nr: 50
[Czas: 15:55:25.662]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898337] treść nr: 15
[Czas: 15:55:25.662]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898337] |	 Wynik cząstkowy: 19
[Czas: 15:55:25.662]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898337] |	 Wynik cząstkowy: 98
[Czas: 15:55:25.662]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898337] |	 Wynik cząstkowy: 82
[Czas: 15:55:25.662]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898337] |	 Wynik cząstkowy: 72
[Czas: 15:55:25.662]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898337] |	 Wynik cząstkowy: 8
[Czas: 15:55:25.663]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898337] |	 ZDAŁ A (-> B) |	 Wynik: 55.80 pkt
[Czas: 15:55:25.663]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898338] treść nr: 46
[Czas: 15:55:25.663]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898338] treść nr: 23
[Czas: 15:55:25.664]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898338] treść nr: 40
[Czas: 15:55:25.664]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898338] treść nr: 1
[Czas: 15:55:25.664]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898338] treść nr: 38
[Czas: 15:55:25.664]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898338] |	 Wynik cząstkowy: 60
[Czas: 15:55:25.664]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898338] |	 Wynik cząstkowy: 64
[Czas: 15:55:25.664]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898338] |	 Wynik cząstkowy: 25
[Czas: 15:55:25.665]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898338] |	 Wynik cząstkowy: 98
[Czas: 15:55:25.665]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898338] |	 Wynik cząstkowy: 14
[Czas: 15:55:25.665]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898338] |	 ZDAŁ A (-> B) |	 Wynik: 52.20 pkt
[Czas: 15:55:25.666]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898339] treść nr: 29
[Czas: 15:55:25.666]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898339] treść nr: 45
[Czas: 15:55:25.666]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898339] treść nr: 19
[Czas: 15:55:25.666]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898339] treść nr: 36
[Czas: 15:55:25.667]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898339] treść nr: 35
[Czas: 15:55:25.667]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898339] |	 Wynik cząstkowy: 54
[Czas: 15:55:25.667]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898339] |	 Wynik cząstkowy: 12
[Czas: 15:55:25.667]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898339] |	 Wynik cząstkowy: 77
[Czas: 15:55:25.667]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898339] |	 Wynik cząstkowy: 55
[Czas: 15:55:25.667]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898339] |	 Wynik cząstkowy: 10
[Czas: 15:55:25.668]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898339] |	 ZDAŁ A (-> B) |	 Wynik: 41.60 pkt
[Czas: 15:55:25.668]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898340] treść nr: 30
[Czas: 15:55:25.669]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898340] treść nr: 16
[Czas: 15:55:25.669]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898340] treść nr: 31
[Czas: 15:55:25.669]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898340] treść nr: 3
[Czas: 15:55:25.669]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898340] treść nr: 15
[Czas: 15:55:25.670]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898340] |	 Wynik cząstkowy: 24
[Czas: 15:55:25.670]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898340] |	 Wynik cząstkowy: 7
[Czas: 15:55:25.670]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898340] |	 Wynik cząstkowy: 60
[Czas: 15:55:25.670]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898340] |	 Wynik cząstkowy: 55
[Czas: 15:55:25.670]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898340] |	 Wynik cząstkowy: 27
[Czas: 15:55:25.671]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898340] |	 ZDAŁ A (-> B) |	 Wynik: 34.60 pkt
[Czas: 15:55:25.671]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898341] treść nr: 48
[Czas: 15:55:25.671]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898341] treść nr: 40
[Czas: 15:55:25.671]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898341] treść nr: 26
[Czas: 15:55:25.672]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898341] treść nr: 37
[Czas: 15:55:25.672]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898341] treść nr: 42
[Czas: 15:55:25.672]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898341] |	 Wynik cząstkowy: 94
[Czas: 15:55:25.672]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898341] |	 Wynik cząstkowy: 80
[Czas: 15:55:25.672]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898341] |	 Wynik cząstkowy: 36
[Czas: 15:55:25.672]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898341] |	 Wynik cząstkowy: 20
[Czas: 15:55:25.672]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898341] |	 Wynik cząstkowy: 57
[Czas: 15:55:25.673]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898341] |	 ZDAŁ A (-> B) |	 Wynik: 57.40 pkt
[Czas: 15:55:25.674]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898342] treść nr: 15
[Czas: 15:55:25.674]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898342] treść nr: 25
[Czas: 15:55:25.674]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898342] treść nr: 21
[Czas: 15:55:25.674]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898342] treść nr: 36
[Czas: 15:55:25.675]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898342] treść nr: 12
[Czas: 15:55:25.675]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898342] |	 Wynik cząstkowy: 29
[Czas: 15:55:25.675]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898342] |	 Wynik cząstkowy: 9
[Czas: 15:55:25.675]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898342] |	 Wynik cząstkowy: 39
[Czas: 15:55:25.675]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898342] |	 Wynik cząstkowy: 81
[Czas: 15:55:25.675]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898342] |	 Wynik cząstkowy: 0
[Czas: 15:55:25.676]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898342] |	 ZDAŁ A (-> B) |	 Wynik: 31.60 pkt
[Czas: 15:55:25.677]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898343] treść nr: 8
[Czas: 15:55:25.677]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898343] treść nr: 42
[Czas: 15:55:25.677]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898343] treść nr: 10
[Czas: 15:55:25.677]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898343] treść nr: 38
[Czas: 15:55:25.677]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898343] treść nr: 44
[Czas: 15:55:25.678]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898343] |	 Wynik cząstkowy: 44
[Czas: 15:55:25.678]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898343] |	 Wynik cząstkowy: 54
[Czas: 15:55:25.678]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898343] |	 Wynik cząstkowy: 32
[Czas: 15:55:25.678]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898343] |	 Wynik cząstkowy: 38
[Czas: 15:55:25.678]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898343] |	 Wynik cząstkowy: 92
[Czas: 15:55:25.679]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898343] |	 ZDAŁ A (-> B) |	 Wynik: 52.00 pkt
[Czas: 15:55:25.679]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898344] treść nr: 13
[Czas: 15:55:25.679]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898344] treść nr: 21
[Czas: 15:55:25.679]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898344] treść nr: 40
[Czas: 15:55:25.680]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898344] treść nr: 49
[Czas: 15:55:25.680]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898344] treść nr: 12
[Czas: 15:55:25.680]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 898344] |	 Wynik cząstkowy: 77
[Czas: 15:55:25.680]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 898344] |	 Wynik cząstkowy: 58
[Czas: 15:55:25.680]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 898344] |	 Wynik cząstkowy: 51
[Czas: 15:55:25.680]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898344] |	 Wynik cząstkowy: 45
[Czas: 15:55:25.680]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 898344] |	 Wynik cząstkowy: 64
[Czas: 15:55:25.681]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 898344] |	 ZDAŁ A (-> B) |	 Wynik: 59.00 pkt
[Czas: 15:55:25.681]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 898345] treść nr: 42
[Czas: 15:55:25.682]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 898345] treść nr: 27
[Czas: 15:55:25.682]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 898345] treść nr: 15
[Czas: 15:55:25.682]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 898345] treść nr: 39
[Czas: 15:55:25.682]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 898345] treść nr: 21
[Czas: 15:55:25.683]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 898345] |	 Wynik cząstkowy: 91
