[Czas: 15:56:41.370]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 15:56:44.472]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 908996] treść nr: 29
[Czas: 15:56:50.704]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 910193] treść nr: 15
[Czas: 15:56:50.704]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 910193] treść nr: 42
[Czas: 15:56:50.704]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 910193] treść nr: 1
[Czas: 15:56:50.704]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 910193] treść nr: 14
[Czas: 15:56:50.705]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 910193] |	 Wynik cząstkowy: 2
[Czas: 15:56:50.705]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 910193] |	 Wynik cząstkowy: 81
[Czas: 15:56:50.705]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 910193] |	 Wynik cząstkowy: 17
[Czas: 15:56:50.705]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 910193] |	 Wynik cząstkowy: 28
[Czas: 15:56:50.705]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 910193] |	 Wynik cząstkowy: 8
[Czas: 15:56:50.706]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 910193] |	 OBLAŁ A (Koniec) |	 Wynik: 27.20 pkt
[Czas: 15:56:50.706]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 910194] treść nr: 24
[Czas: 15:56:50.706]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 910194] treść nr: 7
[Czas: 15:56:50.707]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 910194] treść nr: 45
[Czas: 15:56:50.707]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 910194] treść nr: 31
[Czas: 15:56:50.707]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 910194] treść nr: 44
[Czas: 15:56:50.708]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 910194] |	 Wynik cząstkowy: 45
[Czas: 15:56:50.708]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 910194] |	 Wynik cząstkowy: 83
[Czas: 15:56:50.708]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 910194] |	 Wynik cząstkowy: 45
[Czas: 15:56:50.708]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 910194] |	 Wynik cząstkowy: 57
[Czas: 15:56:50.708]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 910194] |	 Wynik cząstkowy: 92
[Czas: 15:56:50.708]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 910194] |	 ZDAŁ A (-> B) |	 Wynik: 64.40 pkt
[Czas: 15:56:50.709]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 910196] treść nr: 18
[Czas: 15:56:50.709]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 910196] treść nr: 27
[Czas: 15:56:50.709]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 910196] treść nr: 41
[Czas: 15:56:50.709]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 910196] treść nr: 12
[Czas: 15:56:50.710]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 910196] treść nr: 8
[Czas: 15:56:50.710]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 910196] |	 Wynik cząstkowy: 61
[Czas: 15:56:50.710]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 910196] |	 Wynik cząstkowy: 84
[Czas: 15:56:50.710]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 910196] |	 Wynik cząstkowy: 93
[Czas: 15:56:50.710]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 910196] |	 Wynik cząstkowy: 78
[Czas: 15:56:50.710]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 910196] |	 Wynik cząstkowy: 7
[Czas: 15:56:50.711]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 910196] |	 ZDAŁ A (-> B) |	 Wynik: 64.60 pkt
[Czas: 15:56:50.711]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 910197] treść nr: 36
[Czas: 15:56:50.711]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 910197] treść nr: 5
[Czas: 15:56:50.712]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 910197] treść nr: 45
[Czas: 15:56:50.712]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 910197] treść nr: 27
[Czas: 15:56:50.712]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 910197] treść nr: 6
[Czas: 15:56:50.713]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 910197] |	 Wynik cząstkowy: 57
[Czas: 15:56:50.713]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 910197] |	 Wynik cząstkowy: 74
[Czas: 15:56:50.712]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 910197] |	 Wynik cząstkowy: 91
[Czas: 15:56:50.713]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 910197] |	 Wynik cząstkowy: 55
[Czas: 15:56:50.712]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 910197] |	 Wynik cząstkowy: 80
[Czas: 15:56:50.713]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 910197] |	 ZDAŁ A (-> B) |	 Wynik: 71.40 pkt
[Czas: 15:56:50.714]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 910199] treść nr: 10
[Czas: 15:56:50.714]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 910199] treść nr: 31
[Czas: 15:56:50.714]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 910199] treść nr: 39
[Czas: 15:56:50.714]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 910199] treść nr: 6
[Czas: 15:56:50.715]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 910199] treść nr: 11
[Czas: 15:56:50.715]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 910199] |	 Wynik cząstkowy: 15
[Czas: 15:56:50.715]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 910199] |	 Wynik cząstkowy: 80
[Czas: 15:56:50.715]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 910199] |	 Wynik cząstkowy: 92
[Czas: 15:56:50.715]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 910199] |	 Wynik cząstkowy: 69
[Czas: 15:56:50.715]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 910199] |	 Wynik cząstkowy: 65
[Czas: 15:56:50.715]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 910199] |	 ZDAŁ A (-> B) |	 Wynik: 64.20 pkt
[Czas: 15:56:50.716]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 910200] treść nr: 28
[Czas: 15:56:50.716]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 910200] treść nr: 8
[Czas: 15:56:50.716]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 910200] treść nr: 6
[Czas: 15:56:50.716]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 910200] treść nr: 21
[Czas: 15:56:50.716]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 910200] treść nr: 15
[Czas: 15:56:50.717]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 910200] |	 Wynik cząstkowy: 58
[Czas: 15:56:50.717]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 910200] |	 Wynik cząstkowy: 26
[Czas: 15:56:50.717]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 910200] |	 Wynik cząstkowy: 12
[Czas: 15:56:50.717]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 910200] |	 Wynik cząstkowy: 57
[Czas: 15:56:50.717]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 910200] |	 Wynik cząstkowy: 68
[Czas: 15:56:50.718]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 910200] |	 ZDAŁ A (-> B) |	 Wynik: 44.20 pkt
[Czas: 15:56:50.718]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 910201] treść nr: 44
[Czas: 15:56:50.718]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 910201] treść nr: 37
[Czas: 15:56:50.719]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 910201] treść nr: 40
[Czas: 15:56:50.719]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 910201] treść nr: 20
[Czas: 15:56:50.719]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 910201] treść nr: 42
[Czas: 15:56:50.720]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 910201] |	 Wynik cząstkowy: 33
[Czas: 15:56:50.719]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 910201] |	 Wynik cząstkowy: 8
[Czas: 15:56:50.720]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 910201] |	 Wynik cząstkowy: 82
[Czas: 15:56:50.720]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 910201] |	 Wynik cząstkowy: 28
[Czas: 15:56:50.719]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 910201] |	 Wynik cząstkowy: 74
[Czas: 15:56:50.720]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 910201] |	 ZDAŁ A (-> B) |	 Wynik: 45.00 pkt
[Czas: 15:56:50.721]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 910203] treść nr: 36
[Czas: 15:56:50.721]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 910203] treść nr: 37
[Czas: 15:56:50.721]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 910203] treść nr: 48
[Czas: 15:56:50.721]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 910203] treść nr: 41
[Czas: 15:56:50.721]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 910203] treść nr: 49
[Czas: 15:56:50.722]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 910203] |	 Wynik cząstkowy: 18
[Czas: 15:56:50.722]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 910203] |	 Wynik cząstkowy: 16
[Czas: 15:56:50.722]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 910203] |	 Wynik cząstkowy: 37
[Czas: 15:56:50.722]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 910203] |	 Wynik cząstkowy: 73
[Czas: 15:56:50.722]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 910203] |	 Wynik cząstkowy: 9
[Czas: 15:56:50.723]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 910203] |	 ZDAŁ A (-> B) |	 Wynik: 30.60 pkt
[Czas: 15:56:50.723]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 910204] treść nr: 29
[Czas: 15:56:50.724]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 910204] treść nr: 27
[Czas: 15:56:50.724]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 910204] treść nr: 17
[Czas: 15:56:50.724]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 910204] treść nr: 49
[Czas: 15:56:50.724]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 910204] treść nr: 47
[Czas: 15:56:50.725]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 910204] |	 Wynik cząstkowy: 11
[Czas: 15:56:50.725]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 910204] |	 Wynik cząstkowy: 26
[Czas: 15:56:50.725]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 910204] |	 Wynik cząstkowy: 94
[Czas: 15:56:50.725]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 910204] |	 Wynik cząstkowy: 83
[Czas: 15:56:50.725]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 910204] |	 Wynik cząstkowy: 69
[Czas: 15:56:50.725]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 910204] |	 ZDAŁ A (-> B) |	 Wynik: 56.60 pkt
[Czas: 15:56:50.726]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 910206] treść nr: 7
[Czas: 15:56:50.726]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 910206] treść nr: 34
[Czas: 15:56:50.726]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 910206] treść nr: 22
[Czas: 15:56:50.726]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 910206] treść nr: 46
[Czas: 15:56:50.727]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 910206] treść nr: 3
[Czas: 15:56:50.727]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 910206] |	 Wynik cząstkowy: 60
[Czas: 15:56:50.727]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 910206] |	 Wynik cząstkowy: 85
[Czas: 15:56:50.727]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 910206] |	 Wynik cząstkowy: 26
[Czas: 15:56:50.727]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 910206] |	 Wynik cząstkowy: 79
[Czas: 15:56:50.727]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 910206] |	 Wynik cząstkowy: 93
[Czas: 15:56:50.728]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 910206] |	 ZDAŁ A (-> B) |	 Wynik: 68.60 pkt
[Czas: 15:56:50.728]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 910207] treść nr: 43
[Czas: 15:56:50.729]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 910207] treść nr: 30
[Czas: 15:56:50.729]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 910207] treść nr: 41
[Czas: 15:56:50.729]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 910207] treść nr: 22
[Czas: 15:56:50.729]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 910207] treść nr: 40
[Czas: 15:56:50.730]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 910207] |	 Wynik cząstkowy: 42
[Czas: 15:56:50.730]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 910207] |	 Wynik cząstkowy: 92
[Czas: 15:56:50.730]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 910207] |	 Wynik cząstkowy: 99
[Czas: 15:56:50.730]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 910207] |	 Wynik cząstkowy: 79
[Czas: 15:56:50.730]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 910207] |	 Wynik cząstkowy: 7
[Czas: 15:56:50.731]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 910207] |	 ZDAŁ A (-> B) |	 Wynik: 63.80 pkt
[Czas: 15:56:50.731]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 910209] treść nr: 21
[Czas: 15:56:50.731]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 910209] treść nr: 19
[Czas: 15:56:50.731]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 910209] treść nr: 33
[Czas: 15:56:50.732]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 910209] treść nr: 22
[Czas: 15:56:50.732]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 910209] treść nr: 15
[Czas: 15:56:50.732]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 910209] |	 Wynik cząstkowy: 73
[Czas: 15:56:50.732]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 910209] |	 Wynik cząstkowy: 11
[Czas: 15:56:50.732]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 910209] |	 Wynik cząstkowy: 59
[Czas: 15:56:50.732]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 910209] |	 Wynik cząstkowy: 7
[Czas: 15:56:50.732]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 910209] |	 Wynik cząstkowy: 46
[Czas: 15:56:50.733]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 910209] |	 ZDAŁ A (-> B) |	 Wynik: 39.20 pkt
[Czas: 15:56:50.734]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 910212] treść nr: 35
[Czas: 15:56:50.734]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 910212] treść nr: 38
[Czas: 15:56:50.734]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 910212] treść nr: 31
[Czas: 15:56:50.734]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 910212] treść nr: 33
[Czas: 15:56:50.734]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 910212] treść nr: 43
[Czas: 15:56:50.735]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 910212] |	 Wynik cząstkowy: 93
[Czas: 15:56:50.735]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 910212] |	 Wynik cząstkowy: 49
[Czas: 15:56:50.735]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 910212] |	 Wynik cząstkowy: 40
[Czas: 15:56:50.735]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 910212] |	 Wynik cząstkowy: 42
[Czas: 15:56:50.735]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 910212] |	 Wynik cząstkowy: 67
[Czas: 15:56:50.736]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 910212] |	 ZDAŁ A (-> B) |	 Wynik: 58.20 pkt
[Czas: 15:56:50.736]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 910213] treść nr: 17
[Czas: 15:56:50.737]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 910213] treść nr: 19
[Czas: 15:56:50.737]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 910213] treść nr: 22
