[Czas: 15:27:16.177]	[Komisja B] [P] Przewodniczący 0 w komisji B: Rozpoczynam pracę.
[Czas: 15:27:22.489]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767349] treść nr: 37
[Czas: 15:27:51.069]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767888] |	 Wynik cząstkowy: 14
[Czas: 15:27:51.069]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767888] |	 Wynik cząstkowy: 96
[Czas: 15:27:51.070]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767888] |	 ZDAŁ B |	 Wynik: 60.00 pkt
[Czas: 15:27:51.071]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767889] treść nr: 14
[Czas: 15:27:51.071]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767889] treść nr: 9
[Czas: 15:27:51.071]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767889] treść nr: 12
[Czas: 15:27:51.073]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767889] |	 Wynik cząstkowy: 53
[Czas: 15:27:51.073]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767889] |	 Wynik cząstkowy: 98
[Czas: 15:27:51.075]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767889] |	 Wynik cząstkowy: 49
[Czas: 15:27:51.075]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767889] |	 ZDAŁ B |	 Wynik: 66.67 pkt
[Czas: 15:27:51.076]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767890] treść nr: 31
[Czas: 15:27:51.076]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767890] treść nr: 11
[Czas: 15:27:51.076]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767890] treść nr: 3
[Czas: 15:27:51.078]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767890] |	 Wynik cząstkowy: 75
[Czas: 15:27:51.077]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767890] |	 Wynik cząstkowy: 15
[Czas: 15:27:51.077]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767890] |	 Wynik cząstkowy: 99
[Czas: 15:27:51.078]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767890] |	 ZDAŁ B |	 Wynik: 63.00 pkt
[Czas: 15:27:51.078]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767891] treść nr: 32
[Czas: 15:27:51.079]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767891] treść nr: 3
[Czas: 15:27:51.079]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767891] treść nr: 30
[Czas: 15:27:51.079]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767891] |	 Wynik cząstkowy: 2
[Czas: 15:27:51.079]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767891] |	 Wynik cząstkowy: 73
[Czas: 15:27:51.079]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767891] |	 Wynik cząstkowy: 21
[Czas: 15:27:51.080]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767891] |	 ZDAŁ B |	 Wynik: 32.00 pkt
[Czas: 15:27:51.080]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767892] treść nr: 38
[Czas: 15:27:51.081]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767892] treść nr: 9
[Czas: 15:27:51.081]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767892] treść nr: 36
[Czas: 15:27:51.081]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767892] |	 Wynik cząstkowy: 52
[Czas: 15:27:51.081]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767892] |	 Wynik cząstkowy: 12
[Czas: 15:27:51.081]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767892] |	 Wynik cząstkowy: 58
[Czas: 15:27:51.081]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767892] |	 ZDAŁ B |	 Wynik: 40.67 pkt
[Czas: 15:27:51.083]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767893] treść nr: 15
[Czas: 15:27:51.083]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767893] treść nr: 20
[Czas: 15:27:51.083]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767893] treść nr: 8
[Czas: 15:27:51.084]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767893] |	 Wynik cząstkowy: 37
[Czas: 15:27:51.084]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767893] |	 Wynik cząstkowy: 55
[Czas: 15:27:51.084]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767893] |	 Wynik cząstkowy: 92
[Czas: 15:27:51.085]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767893] |	 ZDAŁ B |	 Wynik: 61.33 pkt
[Czas: 15:27:51.085]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767894] treść nr: 20
[Czas: 15:27:51.085]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767894] treść nr: 28
[Czas: 15:27:51.085]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767894] treść nr: 11
[Czas: 15:27:51.086]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767894] |	 Wynik cząstkowy: 24
[Czas: 15:27:51.086]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767894] |	 Wynik cząstkowy: 4
[Czas: 15:27:51.086]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767894] |	 Wynik cząstkowy: 70
[Czas: 15:27:51.086]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767894] |	 ZDAŁ B |	 Wynik: 32.67 pkt
[Czas: 15:27:51.087]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767895] treść nr: 6
[Czas: 15:27:51.087]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767895] treść nr: 13
[Czas: 15:27:51.087]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767895] treść nr: 36
[Czas: 15:27:51.087]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767895] |	 Wynik cząstkowy: 52
[Czas: 15:27:51.087]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767895] |	 Wynik cząstkowy: 60
[Czas: 15:27:51.087]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767895] |	 Wynik cząstkowy: 22
[Czas: 15:27:51.088]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767895] |	 ZDAŁ B |	 Wynik: 44.67 pkt
[Czas: 15:27:51.088]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767896] treść nr: 18
[Czas: 15:27:51.088]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767896] treść nr: 46
[Czas: 15:27:51.088]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767896] treść nr: 28
[Czas: 15:27:51.089]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767896] |	 Wynik cząstkowy: 29
[Czas: 15:27:51.089]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767896] |	 Wynik cząstkowy: 97
[Czas: 15:27:51.089]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767896] |	 Wynik cząstkowy: 76
[Czas: 15:27:51.090]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767896] |	 ZDAŁ B |	 Wynik: 67.33 pkt
[Czas: 15:27:51.090]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767897] treść nr: 20
[Czas: 15:27:51.090]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767897] treść nr: 17
[Czas: 15:27:51.090]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767897] treść nr: 9
[Czas: 15:27:51.091]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767897] |	 Wynik cząstkowy: 67
[Czas: 15:27:51.091]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767897] |	 Wynik cząstkowy: 55
[Czas: 15:27:51.091]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767897] |	 Wynik cząstkowy: 54
[Czas: 15:27:51.091]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767897] |	 ZDAŁ B |	 Wynik: 58.67 pkt
[Czas: 15:27:51.092]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767898] treść nr: 1
[Czas: 15:27:51.092]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767898] treść nr: 34
[Czas: 15:27:51.092]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767898] treść nr: 39
[Czas: 15:27:51.093]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767898] |	 Wynik cząstkowy: 59
[Czas: 15:27:51.092]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767898] |	 Wynik cząstkowy: 10
[Czas: 15:27:51.092]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767898] |	 Wynik cząstkowy: 76
[Czas: 15:27:51.093]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767898] |	 ZDAŁ B |	 Wynik: 48.33 pkt
[Czas: 15:27:51.097]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767900] treść nr: 10
[Czas: 15:27:51.097]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767900] treść nr: 36
[Czas: 15:27:51.097]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767900] treść nr: 23
[Czas: 15:27:51.098]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767900] |	 Wynik cząstkowy: 61
[Czas: 15:27:51.098]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767900] |	 Wynik cząstkowy: 65
[Czas: 15:27:51.098]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767900] |	 Wynik cząstkowy: 96
[Czas: 15:27:51.098]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767900] |	 ZDAŁ B |	 Wynik: 74.00 pkt
[Czas: 15:27:51.100]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767901] treść nr: 42
[Czas: 15:27:51.100]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767901] treść nr: 28
[Czas: 15:27:51.100]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767901] treść nr: 32
[Czas: 15:27:51.101]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767901] |	 Wynik cząstkowy: 41
[Czas: 15:27:51.101]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767901] |	 Wynik cząstkowy: 58
[Czas: 15:27:51.101]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767901] |	 Wynik cząstkowy: 22
[Czas: 15:27:51.101]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767901] |	 ZDAŁ B |	 Wynik: 40.33 pkt
[Czas: 15:27:51.102]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767902] treść nr: 20
[Czas: 15:27:51.102]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767902] treść nr: 39
[Czas: 15:27:51.102]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767902] treść nr: 34
[Czas: 15:27:51.103]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767902] |	 Wynik cząstkowy: 25
[Czas: 15:27:51.103]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767902] |	 Wynik cząstkowy: 67
[Czas: 15:27:51.103]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767902] |	 Wynik cząstkowy: 46
[Czas: 15:27:51.103]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767902] |	 ZDAŁ B |	 Wynik: 46.00 pkt
[Czas: 15:27:51.105]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767903] treść nr: 39
[Czas: 15:27:51.105]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767903] treść nr: 37
[Czas: 15:27:51.105]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767903] treść nr: 42
[Czas: 15:27:51.105]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767903] |	 Wynik cząstkowy: 54
[Czas: 15:27:51.105]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767903] |	 Wynik cząstkowy: 95
[Czas: 15:27:51.105]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767903] |	 Wynik cząstkowy: 23
[Czas: 15:27:51.106]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767903] |	 ZDAŁ B |	 Wynik: 57.33 pkt
[Czas: 15:27:51.107]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767904] treść nr: 49
[Czas: 15:27:51.107]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767904] treść nr: 39
[Czas: 15:27:51.107]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767904] treść nr: 50
[Czas: 15:27:51.107]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767904] |	 Wynik cząstkowy: 95
[Czas: 15:27:51.108]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767904] |	 Wynik cząstkowy: 13
[Czas: 15:27:51.107]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767904] |	 Wynik cząstkowy: 28
[Czas: 15:27:51.108]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767904] |	 ZDAŁ B |	 Wynik: 45.33 pkt
[Czas: 15:27:51.109]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767905] treść nr: 20
[Czas: 15:27:51.109]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767905] treść nr: 39
[Czas: 15:27:51.109]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767905] treść nr: 43
[Czas: 15:27:51.110]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767905] |	 Wynik cząstkowy: 43
[Czas: 15:27:51.110]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767905] |	 Wynik cząstkowy: 27
[Czas: 15:27:51.110]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767905] |	 Wynik cząstkowy: 47
[Czas: 15:27:51.110]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767905] |	 ZDAŁ B |	 Wynik: 39.00 pkt
[Czas: 15:27:51.111]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767906] treść nr: 41
[Czas: 15:27:51.111]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767906] treść nr: 18
[Czas: 15:27:51.112]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767906] treść nr: 39
[Czas: 15:27:51.112]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767906] |	 Wynik cząstkowy: 21
[Czas: 15:27:51.112]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767906] |	 Wynik cząstkowy: 82
[Czas: 15:27:51.112]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767906] |	 Wynik cząstkowy: 23
[Czas: 15:27:51.112]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767906] |	 ZDAŁ B |	 Wynik: 42.00 pkt
[Czas: 15:27:51.113]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767907] treść nr: 30
[Czas: 15:27:51.113]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767907] treść nr: 39
[Czas: 15:27:51.113]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767907] treść nr: 21
[Czas: 15:27:51.114]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767907] |	 Wynik cząstkowy: 64
[Czas: 15:27:51.114]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767907] |	 Wynik cząstkowy: 59
[Czas: 15:27:51.114]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767907] |	 Wynik cząstkowy: 7
[Czas: 15:27:51.114]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767907] |	 ZDAŁ B |	 Wynik: 43.33 pkt
[Czas: 15:27:51.115]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767908] treść nr: 48
[Czas: 15:27:51.116]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767908] treść nr: 46
[Czas: 15:27:51.116]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767908] treść nr: 27
[Czas: 15:27:51.116]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767908] |	 Wynik cząstkowy: 71
[Czas: 15:27:51.116]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767908] |	 Wynik cząstkowy: 50
[Czas: 15:27:51.116]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767908] |	 Wynik cząstkowy: 43
[Czas: 15:27:51.117]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767908] |	 ZDAŁ B |	 Wynik: 54.67 pkt
[Czas: 15:27:51.121]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767910] treść nr: 1
[Czas: 15:27:51.121]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767910] treść nr: 42
[Czas: 15:27:51.122]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767910] treść nr: 20
[Czas: 15:27:51.122]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767910] |	 Wynik cząstkowy: 57
[Czas: 15:27:51.122]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767910] |	 Wynik cząstkowy: 1
[Czas: 15:27:51.122]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767910] |	 Wynik cząstkowy: 79
[Czas: 15:27:51.123]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767910] |	 ZDAŁ B |	 Wynik: 45.67 pkt
[Czas: 15:27:51.124]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767911] treść nr: 9
[Czas: 15:27:51.124]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767911] treść nr: 21
[Czas: 15:27:51.124]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767911] treść nr: 38
[Czas: 15:27:51.125]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767911] |	 Wynik cząstkowy: 14
